TAXON_ORDER,CATEGORY,SPECIES_CODE,PRIMARY_COM_NAME,"English, IOC",SCI_NAME,ORDER,FAMILY,SPECIES_GROUP,REPORT_AS
10681.4,issf,ivbara5,Ivory-billed Aracari (Ivory-billed),Ivory-billed Aracari (Ivory-billed),Pteroglossus azara azara,Piciformes,Ramphastidae (Toucans),,ivbara1
10685,issf,ivbara3,Ivory-billed Aracari (Brown-billed),Brown-mandibled Aracari,Pteroglossus azara mariae,Piciformes,Ramphastidae (Toucans),,ivbara1
10686,species,cucara1,Curl-crested Aracari,Curl-crested Aracari,Pteroglossus beauharnaesii,Piciformes,Ramphastidae (Toucans),,
10687,species,renara1,Red-necked Aracari,Red-necked Aracari,Pteroglossus bitorquatus,Piciformes,Ramphastidae (Toucans),,
10690.5,spuh,aracar1,aracari sp.,aracari sp.,Pteroglossus sp.,Piciformes,Ramphastidae (Toucans),,
10691,species,yeetou1,Yellow-eared Toucanet,Yellow-eared Toucanet,Selenidera spectabilis,Piciformes,Ramphastidae (Toucans),,
10692,species,guitou1,Guianan Toucanet,Guianan Toucanet,Selenidera piperivora,Piciformes,Ramphastidae (Toucans),,
10693,species,goctou1,Golden-collared Toucanet,Golden-collared Toucanet,Selenidera reinwardtii,Piciformes,Ramphastidae (Toucans),,
10696,species,tattou1,Tawny-tufted Toucanet,Tawny-tufted Toucanet,Selenidera nattereri,Piciformes,Ramphastidae (Toucans),,
10697,species,goutou1,Gould's Toucanet,Gould's Toucanet,Selenidera gouldii,Piciformes,Ramphastidae (Toucans),,
10698,species,spbtou1,Spot-billed Toucanet,Spot-billed Toucanet,Selenidera maculirostris,Piciformes,Ramphastidae (Toucans),,
10698.5,spuh,smatou1,small toucan sp.,small toucan sp.,Ramphastidae (small toucan sp.),Piciformes,Ramphastidae (Toucans),,
10699,species,toctou1,Toco Toucan,Toco Toucan,Ramphastos toco,Piciformes,Ramphastidae (Toucans),,
10701.5,species,bkmtou1,Yellow-throated Toucan,Yellow-throated Toucan,Ramphastos ambiguus,Piciformes,Ramphastidae (Toucans),,
10702,issf,chmtou1,Yellow-throated Toucan (Chestnut-mandibled),Yellow-throated Toucan (Chestnut-mandibled),Ramphastos ambiguus swainsonii,Piciformes,Ramphastidae (Toucans),,bkmtou1
10703,issf,blmtou1,Yellow-throated Toucan (Black-mandibled),Yellow-throated Toucan (Black-mandibled),Ramphastos ambiguus ambiguus/abbreviatus,Piciformes,Ramphastidae (Toucans),,bkmtou1
10706,species,whttou1,White-throated Toucan,White-throated Toucan,Ramphastos tucanus,Piciformes,Ramphastidae (Toucans),,
10710,species,kebtou1,Keel-billed Toucan,Keel-billed Toucan,Ramphastos sulfuratus,Piciformes,Ramphastidae (Toucans),,
10713,species,chotou1,Choco Toucan,Choco Toucan,Ramphastos brevis,Piciformes,Ramphastidae (Toucans),,
10714,species,chbtou1,Channel-billed Toucan,Channel-billed/Citron-throated Toucan,Ramphastos vitellinus,Piciformes,Ramphastidae (Toucans),,
10715,issf,chbtou3,Channel-billed Toucan (Citron-throated),Citron-throated Toucan,Ramphastos vitellinus citreolaemus,Piciformes,Ramphastidae (Toucans),,chbtou1
10715.5,issf,chbtou7,Channel-billed Toucan (Yellow-ridged),Channel-billed Toucan (Yellow-ridged),Ramphastos vitellinus culminatus/pintoi,Piciformes,Ramphastidae (Toucans),,chbtou1
10716.7,intergrade,chbtou4,Channel-billed Toucan (Citron-throated x Yellow-ridged),Citron-throated x Channel-billed (Yellow-ridged) Toucan (hybrid),Ramphastos vitellinus citreolaemus x culminatus,Piciformes,Ramphastidae (Toucans),,chbtou1
10717,issf,chbtou8,Channel-billed Toucan (Channel-billed),Channel-billed Toucan (Channel-billed),Ramphastos vitellinus vitellinus,Piciformes,Ramphastidae (Toucans),,chbtou1
10717.5,intergrade,chbtou6,Channel-billed Toucan (Yellow-ridged x Channel-billed),Channel-billed Toucan (Yellow-ridged x Channel-billed),Ramphastos vitellinus culminatus x vitellinus,Piciformes,Ramphastidae (Toucans),,chbtou1
10718,issf,chbtou2,Channel-billed Toucan (Ariel),Channel-billed Toucan (Ariel),Ramphastos vitellinus ariel,Piciformes,Ramphastidae (Toucans),,chbtou1
10720.8,intergrade,chbtou5,Channel-billed Toucan (Yellow-ridged x Ariel),Channel-billed Toucan (Yellow-ridged x Ariel),Ramphastos vitellinus culminatus x ariel,Piciformes,Ramphastidae (Toucans),,chbtou1
10721,species,rebtou2,Red-breasted Toucan,Green-billed Toucan,Ramphastos dicolorus,Piciformes,Ramphastidae (Toucans),,
10721.5,spuh,lartou1,large toucan sp.,large toucan sp.,Ramphastos sp.,Piciformes,Ramphastidae (Toucans),,
10722,species,cashon1,Cassin's Honeyguide,Cassin's Honeybird,Prodotiscus insignis,Piciformes,Indicatoridae (Honeyguides),Honeyguides,
10725,species,grbhon2,Green-backed Honeyguide,Green-backed Honeybird,Prodotiscus zambesiae,Piciformes,Indicatoridae (Honeyguides),,
10728,species,wahhon1,Wahlberg's Honeyguide,Brown-backed Honeybird,Prodotiscus regulus,Piciformes,Indicatoridae (Honeyguides),,
10730,spuh,smahon1,small honeyguide sp.,small honeyguide sp.,Prodotiscus sp.,Piciformes,Indicatoridae (Honeyguides),,
10731,species,zenhon1,Zenker's Honeyguide,Zenker's Honeyguide,Melignomon zenkeri,Piciformes,Indicatoridae (Honeyguides),,
10732,species,yefhon2,Yellow-footed Honeyguide,Yellow-footed Honeyguide,Melignomon eisentrauti,Piciformes,Indicatoridae (Honeyguides),,
10733,species,dwahon1,Dwarf Honeyguide,Dwarf Honeyguide,Indicator pumilio,Piciformes,Indicatoridae (Honeyguides),,
10734,species,wilhon2,Willcocks's Honeyguide,Willcocks's Honeyguide,Indicator willcocksi,Piciformes,Indicatoridae (Honeyguides),,
10738,species,palhon1,Pallid Honeyguide,Pallid Honeyguide,Indicator meliphilus,Piciformes,Indicatoridae (Honeyguides),,
10741,species,leahon2,Least Honeyguide,Least Honeyguide,Indicator exilis,Piciformes,Indicatoridae (Honeyguides),,
10745,species,thbhon1,Thick-billed Honeyguide,Thick-billed Honeyguide,Indicator conirostris,Piciformes,Indicatoridae (Honeyguides),,
10748,species,leshon1,Lesser Honeyguide,Lesser Honeyguide,Indicator minor,Piciformes,Indicatoridae (Honeyguides),,
10755,species,spohon2,Spotted Honeyguide,Spotted Honeyguide,Indicator maculatus,Piciformes,Indicatoridae (Honeyguides),,
10758,species,scthon1,Scaly-throated Honeyguide,Scaly-throated Honeyguide,Indicator variegatus,Piciformes,Indicatoridae (Honeyguides),,
10759,species,yerhon1,Yellow-rumped Honeyguide,Yellow-rumped Honeyguide,Indicator xanthonotus,Piciformes,Indicatoridae (Honeyguides),,
10762,species,malhon1,Malaysian Honeyguide,Malaysian Honeyguide,Indicator archipelagicus,Piciformes,Indicatoridae (Honeyguides),,
10763,species,grehon2,Greater Honeyguide,Greater Honeyguide,Indicator indicator,Piciformes,Indicatoridae (Honeyguides),,
10763.4,spuh,larhon1,large honeyguide sp.,large honeyguide sp.,Indicator sp.,Piciformes,Indicatoridae (Honeyguides),,
10763.8,spuh,honeyg1,honeyguide sp.,honeyguide sp.,Indicatoridae sp.,Piciformes,Indicatoridae (Honeyguides),,
10764,species,lython1,Lyre-tailed Honeyguide,Lyre-tailed Honeyguide,Melichneutes robustus,Piciformes,Indicatoridae (Honeyguides),,
10765,species,eurwry,Eurasian Wryneck,Eurasian Wryneck,Jynx torquilla,Piciformes,Picidae (Woodpeckers),Woodpeckers,
10770,species,runwry1,Rufous-necked Wryneck,Red-throated Wryneck,Jynx ruficollis,Piciformes,Picidae (Woodpeckers),,
10771,issf,runwry2,Rufous-necked Wryneck (Rufous-necked),Red-throated Wryneck (Red-throated),Jynx ruficollis ruficollis,Piciformes,Picidae (Woodpeckers),,runwry1
10772,issf,runwry3,Rufous-necked Wryneck (Bar-throated),Red-throated Wryneck (Bar-throated),Jynx ruficollis pulchricollis,Piciformes,Picidae (Woodpeckers),,runwry1
10773,issf,runwry4,Rufous-necked Wryneck (Ethiopian),Red-throated Wryneck (Ethiopian),Jynx ruficollis aequatorialis,Piciformes,Picidae (Woodpeckers),,runwry1
10774,species,spepic1,Speckled Piculet,Speckled Piculet,Picumnus innominatus,Piciformes,Picidae (Woodpeckers),,
10778,species,babpic1,Bar-breasted Piculet,Bar-breasted Piculet,Picumnus aurifrons,Piciformes,Picidae (Woodpeckers),,
10786,species,oripic1,Orinoco Piculet,Orinoco Piculet,Picumnus pumilus,Piciformes,Picidae (Woodpeckers),,
10787,species,lafpic1,Lafresnaye's Piculet,Lafresnaye's Piculet,Picumnus lafresnayi,Piciformes,Picidae (Woodpeckers),,
10792,species,gospic1,Golden-spangled Piculet,Golden-spangled Piculet,Picumnus exilis,Piciformes,Picidae (Woodpeckers),,
10795,issf,gospic4,Golden-spangled Piculet (Undulated),Golden-spangled Piculet (Undulated),Picumnus exilis undulatus,Piciformes,Picidae (Woodpeckers),,gospic1
10796,issf,gospic5,Golden-spangled Piculet (Buffon's),Golden-spangled Piculet (Buffon's),Picumnus exilis buffoni,Piciformes,Picidae (Woodpeckers),,gospic1
10797,issf,gospic6,Golden-spangled Piculet (Pernambuco),Golden-spangled Piculet (Pernambuco),Picumnus exilis pernambucensis,Piciformes,Picidae (Woodpeckers),,gospic1
10799,issf,gospic7,Golden-spangled Piculet (Bahia),Golden-spangled Piculet (Bahia),Picumnus exilis exilis,Piciformes,Picidae (Woodpeckers),,gospic1
10801,species,ecupic1,Ecuadorian Piculet,Ecuadorian Piculet,Picumnus sclateri,Piciformes,Picidae (Woodpeckers),,
10805,species,scapic1,Scaled Piculet,Scaled/Black-dotted Piculet,Picumnus squamulatus,Piciformes,Picidae (Woodpeckers),,
10805.5,issf,scapic2,Scaled Piculet (Scaled),Scaled Piculet,Picumnus squamulatus [squamulatus Group],Piciformes,Picidae (Woodpeckers),,scapic1
10810,issf,gospic3,Scaled Piculet (Black-dotted),Black-dotted Piculet,Picumnus squamulatus obsoletus,Piciformes,Picidae (Woodpeckers),,scapic1
10811,species,whbpic2,White-bellied Piculet,White-bellied Piculet,Picumnus spilogaster,Piciformes,Picidae (Woodpeckers),,
10811.2,issf,whbpic4,White-bellied Piculet (White-bellied),White-bellied Piculet (White-bellied),Picumnus spilogaster spilogaster/orinocensis,Piciformes,Picidae (Woodpeckers),,whbpic2
10811.4,issf,whbpic5,White-bellied Piculet (Mangrove),White-bellied Piculet (Mangrove),Picumnus spilogaster pallidus,Piciformes,Picidae (Woodpeckers),,whbpic2
10815,species,arrpic1,Arrowhead Piculet,Arrowhead Piculet,Picumnus minutissimus,Piciformes,Picidae (Woodpeckers),,
10816,species,spopic1,Spotted Piculet,Spotted Piculet,Picumnus pygmaeus,Piciformes,Picidae (Woodpeckers),,
10817,species,spcpic1,Speckle-chested Piculet,Speckle-chested Piculet,Picumnus steindachneri,Piciformes,Picidae (Woodpeckers),,
10818,species,varpic1,Varzea Piculet,Varzea Piculet,Picumnus varzeae,Piciformes,Picidae (Woodpeckers),,
10819,species,whbpic1,White-barred Piculet,White-barred Piculet,Picumnus cirratus,Piciformes,Picidae (Woodpeckers),,
10826,species,ocepic2,Ocellated Piculet,Ocellated Piculet,Picumnus dorbignyanus,Piciformes,Picidae (Woodpeckers),,
10828.5,slash,y00962,White-barred/Ocellated Piculet,White-barred/Ocellated Piculet,Picumnus cirratus/dorbignyanus,Piciformes,Picidae (Woodpeckers),,
10829,species,occpic1,Ochre-collared Piculet,Ochre-collared Piculet,Picumnus temminckii,Piciformes,Picidae (Woodpeckers),,
10830,species,whwpic1,White-wedged Piculet,White-wedged Piculet,Picumnus albosquamatus,Piciformes,Picidae (Woodpeckers),,
10833,species,runpic1,Rusty-necked Piculet,Rusty-necked Piculet,Picumnus fuscus,Piciformes,Picidae (Woodpeckers),,
10834,species,rubpic1,Rufous-breasted Piculet,Rufous-breasted Piculet,Picumnus rufiventris,Piciformes,Picidae (Woodpeckers),,
10838,species,tawpic1,Tawny Piculet,Tawny Piculet,Picumnus fulvescens,Piciformes,Picidae (Woodpeckers),,
10839,species,ochpic1,Ochraceous Piculet,Ochraceous Piculet,Picumnus limae,Piciformes,Picidae (Woodpeckers),,
10840,species,motpic1,Mottled Piculet,Mottled Piculet,Picumnus nebulosus,Piciformes,Picidae (Woodpeckers),,
10841,species,plbpic1,Plain-breasted Piculet,Plain-breasted Piculet,Picumnus castelnau,Piciformes,Picidae (Woodpeckers),,
10842,species,fibpic1,Fine-barred Piculet,Fine-barred Piculet,Picumnus subtilis,Piciformes,Picidae (Woodpeckers),,
10843,species,olipic1,Olivaceous Piculet,Olivaceous Piculet,Picumnus olivaceus,Piciformes,Picidae (Woodpeckers),,
10850,species,grapic1,Grayish Piculet,Greyish Piculet,Picumnus granadensis,Piciformes,Picidae (Woodpeckers),,
10853,species,chepic1,Chestnut Piculet,Chestnut Piculet,Picumnus cinnamomeus,Piciformes,Picidae (Woodpeckers),,
10857.5,spuh,newpic1,new world piculet sp.,new world piculet sp.,Picumnus sp.,Piciformes,Picidae (Woodpeckers),,
10858,species,afrpic1,African Piculet,African Piculet,Sasia africana,Piciformes,Picidae (Woodpeckers),,
10859,species,rufpic1,Rufous Piculet,Rufous Piculet,Sasia abnormis,Piciformes,Picidae (Woodpeckers),,
10862,species,whbpic3,White-browed Piculet,White-browed Piculet,Sasia ochracea,Piciformes,Picidae (Woodpeckers),,
10866,species,antpic1,Antillean Piculet,Antillean Piculet,Nesoctites micromegas,Piciformes,Picidae (Woodpeckers),,
10869,species,whiwoo1,White Woodpecker,White Woodpecker,Melanerpes candidus,Piciformes,Picidae (Woodpeckers),,
10870,species,lewwoo,Lewis's Woodpecker,Lewis's Woodpecker,Melanerpes lewis,Piciformes,Picidae (Woodpeckers),,
10871,species,guawoo1,Guadeloupe Woodpecker,Guadeloupe Woodpecker,Melanerpes herminieri,Piciformes,Picidae (Woodpeckers),,
10872,species,purwoo1,Puerto Rican Woodpecker,Puerto Rican Woodpecker,Melanerpes portoricensis,Piciformes,Picidae (Woodpeckers),,
10873,species,rehwoo,Red-headed Woodpecker,Red-headed Woodpecker,Melanerpes erythrocephalus,Piciformes,Picidae (Woodpeckers),,
10874,species,acowoo,Acorn Woodpecker,Acorn Woodpecker,Melanerpes formicivorus,Piciformes,Picidae (Woodpeckers),,
10875,issf,acowoo1,Acorn Woodpecker (Acorn),Acorn Woodpecker (Acorn),Melanerpes formicivorus [formicivorus Group],Piciformes,Picidae (Woodpeckers),,acowoo
10881,issf,acowoo2,Acorn Woodpecker (Narrow-fronted),Acorn Woodpecker (Narrow-fronted),Melanerpes formicivorus angustifrons,Piciformes,Picidae (Woodpeckers),,acowoo
10882,species,gonwoo1,Golden-naped Woodpecker,Golden-naped Woodpecker,Melanerpes chrysauchen,Piciformes,Picidae (Woodpeckers),,
10883,species,yetwoo2,Yellow-tufted Woodpecker,Yellow-tufted Woodpecker,Melanerpes cruentatus,Piciformes,Picidae (Woodpeckers),,
10884,species,yefwoo1,Yellow-fronted Woodpecker,Yellow-fronted Woodpecker,Melanerpes flavifrons,Piciformes,Picidae (Woodpeckers),,
10885,species,beawoo2,Beautiful Woodpecker,Beautiful Woodpecker,Melanerpes pulcher,Piciformes,Picidae (Woodpeckers),,
10886,species,blcwoo1,Black-cheeked Woodpecker,Black-cheeked Woodpecker,Melanerpes pucherani,Piciformes,Picidae (Woodpeckers),,
10887,species,whfwoo1,White-fronted Woodpecker,White-fronted Woodpecker,Melanerpes cactorum,Piciformes,Picidae (Woodpeckers),,
10888,species,hiswoo1,Hispaniolan Woodpecker,Hispaniolan Woodpecker,Melanerpes striatus,Piciformes,Picidae (Woodpeckers),,
10889,species,jamwoo1,Jamaican Woodpecker,Jamaican Woodpecker,Melanerpes radiolatus,Piciformes,Picidae (Woodpeckers),,
10890,species,gocwoo1,Golden-cheeked Woodpecker,Golden-cheeked Woodpecker,Melanerpes chrysogenys,Piciformes,Picidae (Woodpeckers),,
10893,species,grbwoo1,Gray-breasted Woodpecker,Grey-breasted Woodpecker,Melanerpes hypopolius,Piciformes,Picidae (Woodpeckers),,
10894,species,yucwoo,Yucatan Woodpecker,Yucatan Woodpecker,Melanerpes pygmaeus,Piciformes,Picidae (Woodpeckers),,
10898,species,recwoo1,Red-crowned Woodpecker,Red-crowned Woodpecker,Melanerpes rubricapillus,Piciformes,Picidae (Woodpeckers),,
10904,species,gilwoo,Gila Woodpecker,Gila Woodpecker,Melanerpes uropygialis,Piciformes,Picidae (Woodpeckers),,
10908,species,hofwoo1,Hoffmann's Woodpecker,Hoffmann's Woodpecker,Melanerpes hoffmannii,Piciformes,Picidae (Woodpeckers),,
10908.5,hybrid,x00440,Red-crowned x Hoffmann's Woodpecker (hybrid),Red-crowned x Hoffmann's Woodpecker (hybrid),Melanerpes rubricapillus x hoffmannii,Piciformes,Picidae (Woodpeckers),,
10909,species,gofwoo,Golden-fronted Woodpecker,Golden-fronted/Velasquez's Woodpecker,Melanerpes aurifrons,Piciformes,Picidae (Woodpeckers),,
10910,issf,gofwoo1,Golden-fronted Woodpecker (Northern),Golden-fronted Woodpecker,Melanerpes aurifrons aurifrons,Piciformes,Picidae (Woodpeckers),,gofwoo
10914,issf,gofwoo2,Golden-fronted Woodpecker (Velasquez's ),Velasquez's Woodpecker (Velasquez's ),Melanerpes aurifrons [santacruzi Group],Piciformes,Picidae (Woodpeckers),,gofwoo
10923,issf,gofwoo3,Golden-fronted Woodpecker (West Mexico),Velasquez's Woodpecker (West Mexico),Melanerpes aurifrons polygrammus,Piciformes,Picidae (Woodpeckers),,gofwoo
10924,hybrid,x00853,Hoffmann's x Golden-fronted Woodpecker (hybrid),Hoffmann's x Velasquez's Woodpecker (hybrid),Melanerpes hoffmannii x aurifrons,Piciformes,Picidae (Woodpeckers),,
10924.5,slash,y00963,Hoffmann's/Golden-fronted Woodpecker,Hoffmann's/Velasquez's Woodpecker,Melanerpes hoffmannii/aurifrons,Piciformes,Picidae (Woodpeckers),,
10925,species,rebwoo,Red-bellied Woodpecker,Red-bellied Woodpecker,Melanerpes carolinus,Piciformes,Picidae (Woodpeckers),,
10925.5,hybrid,x00460,Golden-fronted x Red-bellied Woodpecker (hybrid),Golden-fronted x Red-bellied Woodpecker (hybrid),Melanerpes aurifrons x carolinus,Piciformes,Picidae (Woodpeckers),,
10925.7,slash,y00788,Golden-fronted/Red-bellied Woodpecker,Golden-fronted/Red-bellied Woodpecker,Melanerpes aurifrons/carolinus,Piciformes,Picidae (Woodpeckers),,
10926,species,weiwoo1,West Indian Woodpecker,West Indian Woodpecker,Melanerpes superciliaris,Piciformes,Picidae (Woodpeckers),,
10932,spuh,melane1,Melanerpes sp.,Melanerpes sp.,Melanerpes sp.,Piciformes,Picidae (Woodpeckers),,
10933,species,wilsap,Williamson's Sapsucker,Williamson's Sapsucker,Sphyrapicus thyroideus,Piciformes,Picidae (Woodpeckers),,
10936,species,yebsap,Yellow-bellied Sapsucker,Yellow-bellied Sapsucker,Sphyrapicus varius,Piciformes,Picidae (Woodpeckers),,
10938,species,rensap,Red-naped Sapsucker,Red-naped Sapsucker,Sphyrapicus nuchalis,Piciformes,Picidae (Woodpeckers),,
10938.5,hybrid,x00634,Yellow-bellied x Red-naped Sapsucker (hybrid),Yellow-bellied x Red-naped Sapsucker (hybrid),Sphyrapicus varius x nuchalis,Piciformes,Picidae (Woodpeckers),,
10939,slash,y00019,Yellow-bellied/Red-naped Sapsucker,Yellow-bellied/Red-naped Sapsucker,Sphyrapicus varius/nuchalis,Piciformes,Picidae (Woodpeckers),,
10941,species,rebsap,Red-breasted Sapsucker,Red-breasted Sapsucker,Sphyrapicus ruber,Piciformes,Picidae (Woodpeckers),,
10942,issf,rebsap1,Red-breasted Sapsucker (ruber),Red-breasted Sapsucker (ruber),Sphyrapicus ruber ruber,Piciformes,Picidae (Woodpeckers),,rebsap
10943,issf,rebsap2,Red-breasted Sapsucker (daggetti),Red-breasted Sapsucker (daggetti),Sphyrapicus ruber daggetti,Piciformes,Picidae (Woodpeckers),,rebsap
10943.3,hybrid,x00712,Yellow-bellied x Red-breasted Sapsucker (hybrid),Yellow-bellied x Red-breasted Sapsucker (hybrid),Sphyrapicus varius x ruber,Piciformes,Picidae (Woodpeckers),,
10943.5,hybrid,rnxsap1,Red-naped x Red-breasted Sapsucker (hybrid),Red-naped x Red-breasted Sapsucker (hybrid),Sphyrapicus nuchalis x ruber,Piciformes,Picidae (Woodpeckers),,
10943.7,slash,y00789,Red-naped/Red-breasted Sapsucker,Red-naped/Red-breasted Sapsucker,Sphyrapicus nuchalis/ruber,Piciformes,Picidae (Woodpeckers),,
10944,spuh,sapsuc,sapsucker sp.,sapsucker sp.,Sphyrapicus sp.,Piciformes,Picidae (Woodpeckers),,
10945,species,cugwoo1,Cuban Green Woodpecker,Cuban Green Woodpecker,Xiphidiopicus percussus,Piciformes,Picidae (Woodpeckers),,
10948,species,fiswoo1,Fine-spotted Woodpecker,Fine-spotted Woodpecker,Campethera punctuligera,Piciformes,Picidae (Woodpeckers),,
10951,species,nubwoo1,Nubian Woodpecker,Nubian Woodpecker,Campethera nubica,Piciformes,Picidae (Woodpeckers),,
10954,species,benwoo1,Bennett's Woodpecker,Bennett's Woodpecker,Campethera bennettii,Piciformes,Picidae (Woodpeckers),,
10955,issf,benwoo2,Bennett's Woodpecker (Bennett's),Bennett's Woodpecker (Bennett's),Campethera bennettii bennettii,Piciformes,Picidae (Woodpeckers),,benwoo1
10956,issf,benwoo3,Bennett's Woodpecker (Light-spotted),Bennett's Woodpecker (Light-spotted),Campethera bennettii capricorni,Piciformes,Picidae (Woodpeckers),,benwoo1
10957,species,reiwoo1,Reichenow's Woodpecker,Speckle-throated Woodpecker,Campethera scriptoricauda,Piciformes,Picidae (Woodpeckers),,
